,MoDaHr,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,93002,5.481050782,5.481050782,5.481050782,5.481050782,5.481050782,4.968042242,4.941404173,4.968042242,4.968042242,4.968042242,5.481050782,5.481050782,5.481050782,4.968042242,4.968042242,4.968042242,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93003,5.123529059,5.123529059,5.123529059,5.123529059,5.123529059,4.544624603,4.52025685,4.544624603,4.544624603,4.544624603,5.123529059,5.123529059,5.123529059,4.544624603,4.544624603,4.544624603,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93004,5.046358195,5.046358195,5.046358195,5.046358195,5.046358195,4.637234003,4.61236969,4.637234003,4.637234003,4.637234003,5.046358195,5.046358195,5.046358195,4.637234003,4.637234003,4.637234003,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93005,5.18819664,5.18819664,5.18819664,5.18819664,5.18819664,4.876568368,4.850420771,4.876568368,4.876568368,4.876568368,5.18819664,5.18819664,5.18819664,4.876568368,4.876568368,4.876568368,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93006,5.579839193,5.579839193,5.579839193,5.579839193,5.579839193,5.170701483,5.142976778,5.170701483,5.170701483,5.170701483,5.579839193,5.579839193,5.579839193,5.170701483,5.170701483,5.170701483,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93007,5.68450666,5.68450666,5.68450666,5.68450666,5.68450666,4.327750327,4.30454543,4.327750327,4.327750327,4.327750327,5.68450666,5.68450666,5.68450666,4.327750327,4.327750327,4.327750327,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93008,3.571472765,3.571472765,3.571472765,3.571472765,3.571472765,1.469059634,1.465177423,1.469059634,1.469059634,1.469059634,3.571472765,3.571472765,3.571472765,1.469059634,1.469059634,1.469059634,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93009,1.223626152,1.223626152,1.223626152,1.223626152,1.223626152,0.693337058,0.691504811,0.693337058,0.693337058,0.693337058,1.223626152,1.223626152,1.223626152,0.693337058,0.693337058,0.693337058,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93010,0.869425062,0.869425062,0.869425062,0.869425062,0.869425062,0.677996707,0.676204999,0.677996707,0.677996707,0.677996707,0.869425062,0.869425062,0.869425062,0.677996707,0.677996707,0.677996707,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93011,0.681341639,0.681341639,0.681341639,0.681341639,0.681341639,0.686225743,0.684412289,0.686225743,0.686225743,0.686225743,0.681341639,0.681341639,0.681341639,0.686225743,0.686225743,0.686225743,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93012,0.028280212,0.028280212,0.028280212,0.028280212,0.028280212,0.684483205,0.682674356,0.684483205,0.684483205,0.684483205,0.028280212,0.028280212,0.028280212,0.684483205,0.684483205,0.684483205,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93013,0.648865955,0.648865955,0.648865955,0.648865955,0.648865955,0.745537251,0.743567057,0.745537251,0.745537251,0.745537251,0.648865955,0.648865955,0.648865955,0.745537251,0.745537251,0.745537251,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93014,1.123639859,1.123639859,1.123639859,1.123639859,1.123639859,1.174779484,1.170894649,1.174779484,1.174779484,1.174779484,1.123639859,1.123639859,1.123639859,1.174779484,1.174779484,1.174779484,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93015,1.968715858,1.968715858,1.968715858,1.968715858,1.968715858,1.937208967,1.930802882,1.937208967,1.937208967,1.937208967,1.968715858,1.968715858,1.968715858,1.937208967,1.937208967,1.937208967,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93016,4.441473838,4.441473838,4.441473838,4.441473838,4.441473838,4.630965508,4.615651538,4.630965508,4.630965508,4.630965508,4.441473838,4.441473838,4.441473838,4.630965508,4.630965508,4.630965508,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93017,6.065119768,6.065119768,6.065119768,6.065119768,6.065119768,5.949220673,5.929547413,5.949220673,5.949220673,5.949220673,6.065119768,6.065119768,6.065119768,5.949220673,5.949220673,5.949220673,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93018,6.310854579,6.310854579,6.310854579,6.310854579,6.310854579,6.203876886,6.183361513,6.203876886,6.203876886,6.203876886,6.310854579,6.310854579,6.310854579,6.203876886,6.203876886,6.203876886,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93019,6.305510678,6.305510678,6.305510678,6.305510678,6.305510678,6.207580442,6.187052822,6.207580442,6.207580442,6.207580442,6.305510678,6.305510678,6.305510678,6.207580442,6.207580442,6.207580442,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93020,6.097558653,6.097558653,6.097558653,6.097558653,6.097558653,6.180192251,6.163860164,6.180192251,6.180192251,6.180192251,6.097558653,6.097558653,6.097558653,6.180192251,6.180192251,6.180192251,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93021,6.096278829,6.096278829,6.096278829,6.096278829,6.096278829,6.144894931,6.128656122,6.144894931,6.144894931,6.144894931,6.096278829,6.096278829,6.096278829,6.144894931,6.144894931,6.144894931,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93022,5.903684485,5.903684485,5.903684485,5.903684485,5.903684485,5.987630726,5.955525742,5.987630726,5.987630726,5.987630726,5.903684485,5.903684485,5.903684485,5.987630726,5.987630726,5.987630726,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93023,5.781909533,5.781909533,5.781909533,5.781909533,5.781909533,5.728475093,5.697759671,5.728475093,5.728475093,5.728475093,5.781909533,5.781909533,5.781909533,5.728475093,5.728475093,5.728475093,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,93024,5.774620448,5.774620448,5.774620448,5.774620448,5.774620448,5.681781426,5.666172,5.681781426,5.681781426,5.681781426,5.774620448,5.774620448,5.774620448,5.681781426,5.681781426,5.681781426,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100101,5.023508625,5.023508625,5.023508625,5.023508625,5.023508625,4.704925014,4.691999282,4.704925014,4.704925014,4.704925014,5.023508625,5.023508625,5.023508625,4.704925014,4.704925014,4.704925014,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100102,5.023544444,5.023544444,5.023544444,5.023544444,5.023544444,4.63439182,4.621659863,4.63439182,4.63439182,4.63439182,5.023544444,5.023544444,5.023544444,4.63439182,4.63439182,4.63439182,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100103,5.023776016,5.023776016,5.023776016,5.023776016,5.023776016,4.560475411,4.547946523,4.560475411,4.560475411,4.560475411,5.023776016,5.023776016,5.023776016,4.560475411,4.560475411,4.560475411,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100104,5.023565078,5.023565078,5.023565078,5.023565078,5.023565078,4.563961627,4.551423161,4.563961627,4.563961627,4.563961627,5.023565078,5.023565078,5.023565078,4.563961627,4.563961627,4.563961627,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100105,5.026153615,5.026153615,5.026153615,5.026153615,5.026153615,4.646385675,4.633620768,4.646385675,4.646385675,4.646385675,5.026153615,5.026153615,5.026153615,4.646385675,4.646385675,4.646385675,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100106,5.029298572,5.029298572,5.029298572,5.029298572,5.029298572,4.667381732,4.654559143,4.667381732,4.667381732,4.667381732,5.029298572,5.029298572,5.029298572,4.667381732,4.667381732,4.667381732,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100107,5.037962728,5.037962728,5.037962728,5.037962728,5.037962728,4.623519189,4.610817102,4.623519189,4.623519189,4.623519189,5.037962728,5.037962728,5.037962728,4.623519189,4.623519189,4.623519189,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100108,4.057896751,4.057896751,4.057896751,4.057896751,4.057896751,2.07899123,2.076822723,2.07899123,2.07899123,2.07899123,4.057896751,4.057896751,4.057896751,2.07899123,2.07899123,2.07899123,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100109,1.077709189,1.077709189,1.077709189,1.077709189,1.077709189,1.348156941,1.346750736,1.348156941,1.348156941,1.348156941,1.077709189,1.077709189,1.077709189,1.348156941,1.348156941,1.348156941,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100110,0.786840059,0.786840059,0.786840059,0.786840059,0.786840059,1.334750473,1.333358251,1.334750473,1.334750473,1.334750473,0.786840059,0.786840059,0.786840059,1.334750473,1.334750473,1.334750473,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100111,0.781132372,0.781132372,0.781132372,0.781132372,0.781132372,1.33403446,1.332642985,1.33403446,1.33403446,1.33403446,0.781132372,0.781132372,0.781132372,1.33403446,1.33403446,1.33403446,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100112,0.783070608,0.783070608,0.783070608,0.783070608,0.783070608,1.348714254,1.347307468,1.348714254,1.348714254,1.348714254,0.783070608,0.783070608,0.783070608,1.348714254,1.348714254,1.348714254,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100113,0.792483577,0.792483577,0.792483577,0.792483577,0.792483577,1.352161083,1.350750701,1.352161083,1.352161083,1.352161083,0.792483577,0.792483577,0.792483577,1.352161083,1.352161083,1.352161083,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100114,0.796183262,0.796183262,0.796183262,0.796183262,0.796183262,1.423724978,1.423724978,1.423724978,1.423724978,1.423724978,0.796183262,0.796183262,0.796183262,1.423724978,1.423724978,1.423724978,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100115,0.974941899,0.974941899,0.974941899,0.974941899,0.974941899,1.623937446,1.623937446,1.623937446,1.623937446,1.623937446,0.974941899,0.974941899,0.974941899,1.623937446,1.623937446,1.623937446,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100116,2.054054568,2.054054568,2.054054568,2.054054568,2.054054568,2.538443004,2.538443004,2.538443004,2.538443004,2.538443004,2.054054568,2.054054568,2.054054568,2.538443004,2.538443004,2.538443004,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100117,4.879606747,4.879606747,4.879606747,4.879606747,4.879606747,5.033051847,5.033051847,5.033051847,5.033051847,5.033051847,4.879606747,4.879606747,4.879606747,5.033051847,5.033051847,5.033051847,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100118,5.944497014,5.944497014,5.944497014,5.944497014,5.944497014,6.146201291,6.146201291,6.146201291,6.146201291,6.146201291,5.944497014,5.944497014,5.944497014,6.146201291,6.146201291,6.146201291,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100119,5.930405366,5.930405366,5.930405366,5.930405366,5.930405366,6.139938275,6.139938275,6.139938275,6.139938275,6.139938275,5.930405366,5.930405366,5.930405366,6.139938275,6.139938275,6.139938275,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,100120,5.82864628,5.82864628,5.82864628,5.82864628,5.82864628,5.957083045,5.950869465,5.957083045,5.957083045,5.957083045,5.82864628,5.82864628,5.82864628,5.957083045,5.957083045,5.957083045,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
